# Sim v1 (Up to date)
# 3375 data points written for 58 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,5 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Altitude above sea level (m),Vitesse verticale (m/s),Vitesse totale (m/s),Accélération verticale (m/s²),Accélération totale (m/s²),Position à l'est du lancement (m),Position au nord du lancement (m),Distance latérale (m),Direction latérale (°),Vitesse latérale (m/s),Accélération latérale (m/s²),Latitude (° N),Longitude (° E),Angle d'attaque (°),Taux de roulis (°/s),Taux de tangage (°/s),Taux d'embardée (°/s),Orientation verticale (zénith) (°),Orientation latérale (azimut) (°),Masse (g),Masse du propergol (g),Moment d'inertie longitudinale (kg·m²),Moment d'inertie rotatif (kg·m²),Accélération Gravitationnelle (m/s²),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Poussée (N),Thrust-to-weight ratio (​),Force de traînée (N),Coefficient de traînée (​),Coefficient de traînée de friction (​),Coefficient de traînée de pression (​),Coefficient de traînée de base (​),Coefficient de trainée axiale (​),Coefficient de force normale (​),Coefficient de moment de tangage (​),Coefficient de moment d'embardée  (​),Coefficient de force latérale  (​),Coefficient de moment de roulis  (​),Coefficient de forçage de roulis (​),Coefficient d'amortissement de roulis (​),Coefficient d'amortissement de tangage (​),Vitesse de vent (m/s),Wind direction (°),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Vitesse du son (m/s),Mach number (​),Nombre de Reynolds (​),Longueur de référence (cm),Surface de référence (cm²),Pas de simulation du temps (s),Temps de calcul (s),Accélération de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.203,43.955,43.955,75.885,81.018,66.825,74.077,14.474,3.79e-4,14.474,89.998,28.381,31.966,28.61,-80.6,0.475,0,6.35,0.002,67.708,89.998,2.237e4,1.194e4,6.56,0.082,9.792,233.075,198.78,2.286,1897.174,8.663,40.285,0.559,0.381,0.051,0.128,0.559,0.162,0.361,1.269e-4,0,0,0,0,0.01,1.998,90,14.714,1008.095,0.001,340.216,0.24,1.575e7,15,176.715,0.05,0.12,0.011
1.253,47.833,47.833,79.244,84.719,67.552,74.436,15.933,4.461e-4,15.933,89.998,29.962,31.262,28.61,-80.6,0.086,0,7.386,9.877e-4,68.057,89.997,2.231e4,1.188e4,6.553,0.082,9.792,233.716,198.725,2.333,1905.019,8.722,43.956,0.56,0.381,0.051,0.128,0.56,0.029,0.057,4.726e-4,0,0,0,0,0.012,1.824,90,14.689,1007.64,0.001,340.2,0.251,1.645e7,15,176.715,0.05,0.121,0.011
1.303,51.88,51.88,82.641,88.442,68.337,74.777,17.469,5.22e-4,17.469,89.998,31.503,30.359,28.61,-80.6,0.382,0,-6.662,-0.001,68.417,89.997,2.225e4,1.182e4,6.545,0.082,9.792,233.261,198.67,2.306,1912.864,8.781,47.935,0.56,0.381,0.051,0.129,0.56,0.13,0.309,-3.719e-4,0,0,0,0,-0.009,1.828,90,14.663,1007.165,0.001,340.185,0.262,1.716e7,15,176.715,0.05,0.123,0.012
1.353,56.097,56.097,86.077,92.185,69.06,75.12,19.082,6.067e-4,19.082,89.998,32.999,29.56,28.61,-80.6,0.77,-3.661e-7,-3.898,-6.738e-4,68.689,89.997,2.219e4,1.176e4,6.538,0.082,9.792,232.666,198.614,2.27,1920.709,8.84,52.2,0.561,0.38,0.051,0.13,0.562,0.265,0.605,-3.297e-4,0,0,0,0,-0.003,1.921,90,14.635,1006.671,0.001,340.168,0.273,1.788e7,15,176.715,0.05,0.125,0.012
1.403,60.488,60.488,89.543,95.948,69.565,75.486,20.769,7.005e-4,20.769,89.998,34.468,29.307,28.61,-80.6,0.887,-1.496e-6,0.322,-0.001,68.782,89.997,2.213e4,1.17e4,6.53,0.082,9.792,232.504,198.559,2.263,1928.555,8.9,56.587,0.562,0.38,0.051,0.13,0.563,0.306,0.694,3.116e-4,0,0,0,0,1.779e-5,1.901,90,14.607,1006.156,0.001,340.151,0.284,1.86e7,15,176.715,0.044,0.126,0.013
1.447,64.457,64.457,92.581,99.244,69.785,75.826,22.299,7.897e-4,22.299,89.998,35.752,29.657,28.61,-80.6,0.771,-1.383e-6,4.254,-0.002,68.681,89.997,2.208e4,1.165e4,6.523,0.082,9.792,232.705,198.51,2.28,1935.393,8.952,60.488,0.562,0.38,0.051,0.131,0.563,0.266,0.604,-1.763e-4,0,0,0,0,0.003,1.824,90,14.581,1005.69,0.001,340.135,0.294,1.922e7,15,176.715,0.047,0.127,0.013
1.493,68.866,68.866,95.849,102.799,69.833,76.203,24.005,8.937e-4,24.005,89.998,37.157,30.5,28.61,-80.6,0.53,-1.457e-6,7.79,-0.005,68.395,89.997,2.202e4,1.16e4,6.516,0.082,9.792,233.107,198.457,2.31,1942.737,9.009,64.868,0.563,0.38,0.051,0.132,0.563,0.182,0.411,1.275e-4,0,0,0,0,0.009,1.831,90,14.552,1005.173,0.001,340.118,0.304,1.99e7,15,176.715,0.05,0.128,0.013
1.543,73.746,73.746,99.337,106.615,69.661,76.628,25.902,0.001,25.902,89.998,38.717,31.925,28.61,-80.6,0.122,-1.725e-6,9.776,-0.016,67.946,89.996,2.196e4,1.154e4,6.508,0.082,9.792,233.783,198.4,2.359,1950.582,9.07,69.723,0.564,0.379,0.051,0.133,0.564,0.042,0.085,1.325e-4,0,0,0,0,0.013,1.774,90,14.521,1004.601,0.001,340.098,0.315,2.062e7,15,176.715,0.05,0.13,0.014
1.593,78.8,78.8,102.814,110.448,69.424,77.054,27.878,0.001,27.878,89.998,40.351,33.431,28.61,-80.6,0.253,-1.864e-6,-9.159,-0.006,67.462,89.996,2.19e4,1.148e4,6.501,0.082,9.792,233.597,198.344,2.35,1958.427,9.131,74.889,0.564,0.379,0.052,0.134,0.565,0.087,0.215,-3.432e-4,0,0,0,0,-0.011,1.784,90,14.488,1004.008,0.001,340.079,0.327,2.136e7,15,176.715,0.05,0.132,0.014
1.643,84.027,84.027,106.281,114.299,69.305,77.454,29.938,0.001,29.938,89.998,42.053,34.584,28.61,-80.6,0.465,-2.105e-6,-6.348,-0.003,67.068,89.996,2.185e4,1.142e4,6.493,0.081,9.792,233.286,198.286,2.333,1966.272,9.192,80.355,0.565,0.379,0.052,0.135,0.566,0.16,0.379,-4.901e-4,0,0,0,0,-0.005,1.898,90,14.454,1003.395,0.001,340.058,0.338,2.21e7,15,176.715,0.05,0.133,0.015
1.693,89.428,89.428,109.748,118.165,69.401,77.818,32.084,0.001,32.084,89.997,43.801,35.203,28.61,-80.6,0.516,-1.097e-6,-2.37,-0.002,66.847,89.996,2.179e4,1.136e4,6.485,0.081,9.792,233.233,198.229,2.334,1974.117,9.254,85.996,0.566,0.378,0.052,0.136,0.567,0.178,0.417,-4.298e-4,0,0,0,0,-6.349e-4,1.964,90,14.419,1002.762,0.001,340.037,0.35,2.283e7,15,176.715,0.048,0.134,0.015
1.741,94.742,94.742,113.067,121.871,69.805,78.11,34.214,0.002,34.214,89.997,45.479,35.05,28.61,-80.6,0.354,-2.181e-6,1.223,6.419e-4,66.824,89.996,2.173e4,1.13e4,6.478,0.081,9.792,233.517,198.174,2.356,1981.602,9.313,91.581,0.567,0.378,0.052,0.137,0.567,0.122,0.288,-5.951e-5,0,0,0,0,1.589e-4,2.1,90,14.384,1002.138,0.001,340.016,0.361,2.355e7,15,176.715,0.05,0.135,0.016
1.791,100.483,100.483,116.572,125.772,70.418,78.386,36.531,0.002,36.531,89.997,47.217,34.434,28.61,-80.6,0.104,-3.41e-6,3.293,-0.001,66.946,89.996,2.167e4,1.125e4,6.47,0.081,9.792,233.945,198.115,2.389,1989.447,9.376,97.608,0.568,0.378,0.052,0.138,0.568,0.036,0.085,-4.888e-4,0,0,0,0,0.001,2.144,90,14.347,1001.465,0.001,339.993,0.372,2.429e7,15,176.715,0.05,0.136,0.016
1.841,106.4,106.4,120.11,129.69,71.097,78.648,38.935,0.002,38.935,89.997,48.919,33.627,28.61,-80.6,0.161,-3.572e-6,-2.963,-0.003,67.112,89.995,2.161e4,1.119e4,6.462,0.081,9.792,233.885,198.057,2.389,1997.292,9.438,103.9,0.569,0.377,0.052,0.139,0.569,0.055,0.133,-4.847e-4,0,0,0,0,-8.234e-4,2.186,90,14.308,1000.771,0.001,339.97,0.384,2.503e7,15,176.715,0.05,0.138,0.017
1.891,112.495,112.495,123.679,133.624,71.617,78.924,41.423,0.002,41.423,89.997,50.586,33.166,28.61,-80.6,0.308,-4.574e-6,-0.406,-0.004,67.203,89.995,2.155e4,1.113e4,6.455,0.081,9.792,233.683,197.998,2.379,2005.137,9.501,110.415,0.57,0.377,0.053,0.14,0.57,0.106,0.253,-9.367e-5,0,0,0,0,-1.455e-5,2.18,90,14.269,1000.056,0.001,339.946,0.396,2.578e7,15,176.715,0.05,0.139,0.017
1.941,118.768,118.768,127.266,137.574,71.803,79.231,43.993,0.002,43.993,89.997,52.249,33.495,28.61,-80.6,0.249,-4.677e-6,2.802,-0.007,67.141,89.994,2.149e4,1.107e4,6.447,0.081,9.792,233.809,197.939,2.391,2012.982,9.565,117.048,0.571,0.377,0.053,0.142,0.571,0.086,0.205,-3.587e-4,0,0,0,0,6.554e-4,2.055,90,14.228,999.32,0.001,339.921,0.407,2.651e7,15,176.715,0.05,0.14,0.018
1.991,125.221,125.221,130.855,141.538,71.74,79.555,46.648,0.003,46.648,89.997,53.945,34.387,28.61,-80.6,0.079,-3.423e-6,4.741,-0.017,66.945,89.994,2.143e4,1.101e4,6.439,0.081,9.792,234.113,197.88,2.416,2020.828,9.629,123.928,0.572,0.376,0.053,0.143,0.572,0.027,0.065,2.007e-4,0,0,0,0,0.002,1.963,90,14.186,998.564,0.001,339.896,0.419,2.725e7,15,176.715,0.05,0.141,0.019
2.041,131.854,131.854,134.439,145.517,71.596,79.879,49.389,0.003,49.389,89.996,55.691,35.423,28.61,-80.599,0.097,-3.784e-6,-4.552,-0.008,66.704,89.994,2.138e4,1.095e4,6.431,0.081,9.792,234.118,197.82,2.42,2028.673,9.693,131.107,0.573,0.376,0.053,0.144,0.573,0.034,0.083,-7.216e-5,0,0,0,0,-0.002,1.927,90,14.143,997.786,0.001,339.87,0.43,2.8e7,15,176.715,0.05,0.142,0.019
2.091,138.665,138.665,138.018,149.508,71.629,80.165,52.218,0.003,52.218,89.996,57.478,35.997,28.61,-80.599,0.149,-2.872e-6,-2.754,-0.002,66.518,89.994,2.132e4,1.089e4,6.423,0.081,9.792,234.072,197.76,2.421,2036.518,9.757,138.656,0.574,0.376,0.053,0.145,0.574,0.052,0.126,1.911e-5,0,0,0,0,-5.363e-4,2.054,90,14.099,996.987,0.001,339.843,0.442,2.876e7,15,176.715,0.05,0.144,0.02
2.141,145.656,145.656,141.603,153.513,71.802,80.426,55.137,0.004,55.137,89.996,59.286,36.232,28.61,-80.599,0.145,-3.871e-6,-0.64,6.039e-4,66.434,89.994,2.126e4,1.083e4,6.415,0.081,9.792,234.117,197.699,2.428,2044.363,9.822,146.355,0.576,0.375,0.054,0.147,0.576,0.05,0.122,2.478e-4,0,0,0,0,-2.749e-5,2.055,90,14.053,996.167,0.001,339.815,0.454,2.951e7,15,176.715,0.05,0.146,0.02
2.191,152.826,152.826,145.202,157.531,72.191,80.647,58.146,0.004,58.146,89.996,61.092,35.95,28.61,-80.599,0.047,-5.046e-6,0.86,0.002,66.445,89.994,2.12e4,1.077e4,6.408,0.081,9.792,234.312,197.638,2.445,2052.208,9.887,154.306,0.577,0.375,0.054,0.148,0.577,0.016,0.04,-2.47e-4,0,0,0,0,4.714e-5,2.069,90,14.007,995.326,0.001,339.787,0.466,3.026e7,15,176.715,0.05,0.147,0.021
2.241,160.176,160.176,148.825,161.561,72.711,80.837,61.246,0.004,61.246,89.996,62.874,35.323,28.61,-80.599,0.111,-5.126e-6,-0.331,-0.007,66.484,89.993,2.114e4,1.071e4,6.4,0.081,9.792,234.25,197.577,2.445,2060.053,9.953,162.645,0.578,0.374,0.054,0.15,0.578,0.039,0.094,4.755e-4,0,0,0,0,-6.641e-6,2.229,90,13.959,994.464,0.001,339.758,0.478,3.103e7,15,176.715,0.05,0.148,0.021
2.291,167.709,167.709,152.468,165.603,72.929,81.058,64.433,0.005,64.433,89.996,64.638,35.381,28.61,-80.599,0.124,-6.913e-6,1.83,-0.005,66.448,89.993,2.108e4,1.065e4,6.392,0.081,9.792,234.271,197.516,2.45,2067.898,10.019,171.095,0.579,0.374,0.054,0.151,0.579,0.043,0.106,7.363e-5,0,0,0,0,1.931e-4,2.216,90,13.91,993.581,0.001,339.728,0.49,3.178e7,15,176.715,0.05,0.15,0.022
2.341,175.423,175.423,156.113,169.656,72.862,81.302,67.71,0.005,67.71,89.996,66.422,36.071,28.61,-80.599,0.03,-7.234e-6,3.235,-0.022,66.315,89.993,2.102e4,1.059e4,6.384,0.08,9.792,234.462,197.454,2.467,2075.743,10.085,179.754,0.581,0.373,0.054,0.153,0.581,0.011,0.026,3.997e-4,0,0,0,0,5.751e-4,2.158,90,13.86,992.676,0.001,339.698,0.502,3.253e7,15,176.715,0.05,0.152,0.022
2.391,183.32,183.32,159.751,173.72,72.668,81.556,71.076,0.006,71.076,89.996,68.25,37.022,28.61,-80.599,0.102,-6.794e-6,-2.519,-0.001,66.161,89.992,2.096e4,1.054e4,6.376,0.08,9.792,234.396,197.392,2.467,2083.588,10.152,188.591,0.582,0.373,0.055,0.154,0.582,0.036,0.088,-1.296e-4,0,0,0,0,-3.33e-4,1.998,90,13.808,991.75,0.001,339.667,0.514,3.327e7,15,176.715,0.034,0.153,0.023
2.425,188.786,188.786,162.219,176.485,72.717,81.694,73.415,0.006,73.415,89.995,69.513,37.231,28.61,-80.599,0.112,-7.11e-6,-1.009,0.001,66.101,89.992,2.092e4,1.05e4,6.37,0.08,9.792,234.416,197.349,2.471,2088.916,10.197,194.83,0.583,0.373,0.055,0.155,0.583,0.039,0.097,3.125e-4,0,0,0,0,-5.18e-5,1.991,90,13.773,991.109,0.001,339.645,0.522,3.378e7,15,176.715,0.05,0.154,0.023
2.475,196.989,196.989,165.907,180.614,74.856,83.788,76.938,0.006,76.938,89.995,71.387,37.644,28.61,-80.599,0.022,-8.305e-6,0.481,0.01,66.095,89.992,2.086e4,1.043e4,6.362,0.08,9.792,234.619,197.281,2.489,2136.996,10.464,204.435,0.584,0.372,0.055,0.157,0.584,0.008,0.019,1.155e-4,0,0,0,0,1.122e-5,2.074,90,13.72,990.147,0.001,339.613,0.534,3.456e7,15,176.715,0.045,0.155,0.024
2.52,204.531,204.531,169.321,184.42,76.842,85.658,80.188,0.007,80.188,89.995,73.085,37.849,28.61,-80.599,0.075,-7.592e-6,0.102,0.003,66.11,89.992,2.08e4,1.037e4,6.354,0.08,9.792,234.598,197.22,2.492,2180.268,10.706,213.559,0.586,0.372,0.055,0.159,0.586,0.026,0.065,-2.256e-4,0,0,0,0,4.805e-7,2.178,90,13.671,989.262,0.001,339.583,0.546,3.527e7,15,176.715,0.05,0.156,0.024
2.57,213.093,213.093,173.164,188.698,76.797,85.641,83.89,0.007,83.89,89.995,74.973,37.903,28.61,-80.599,0.075,-6.369e-6,2.139,-1.494e-4,66.053,89.992,2.073e4,1.031e4,6.345,0.08,9.792,234.675,197.149,2.502,2184.058,10.758,223.98,0.587,0.371,0.056,0.161,0.587,0.027,0.067,1.538e-4,0,0,0,0,2.034e-4,2.204,90,13.615,988.258,0.001,339.55,0.558,3.606e7,15,176.715,0.05,0.158,0.025
2.62,221.847,221.847,176.995,192.974,76.442,85.648,87.686,0.008,87.686,89.995,76.887,38.629,28.61,-80.599,0.015,-6.875e-6,-2.738,0.022,65.923,89.992,2.067e4,1.024e4,6.336,0.08,9.791,234.851,197.078,2.518,2187.849,10.811,234.583,0.589,0.371,0.056,0.162,0.589,0.005,0.014,5.5e-5,0,0,0,0,-3.19e-4,2.143,90,13.558,987.231,0.001,339.515,0.571,3.685e7,15,176.715,0.05,0.159,0.025
2.67,230.792,230.792,180.81,197.248,76.185,85.627,91.579,0.008,91.579,89.995,78.832,39.089,28.61,-80.599,0.062,-5.467e-6,-1.636,0.008,65.81,89.992,2.06e4,1.018e4,6.327,0.08,9.791,234.868,197.006,2.524,2191.639,10.865,245.54,0.591,0.37,0.056,0.164,0.591,0.022,0.056,-8.068e-5,0,0,0,0,-1.09e-4,2.155,90,13.5,986.182,0.001,339.48,0.584,3.763e7,15,176.715,0.05,0.16,0.026
2.72,239.928,239.928,184.618,201.519,76.181,85.56,95.569,0.009,95.569,89.995,80.786,38.948,28.61,-80.599,0.033,-6.941e-6,-0.251,0.009,65.766,89.991,2.054e4,1.011e4,6.318,0.08,9.791,235.01,196.934,2.538,2195.43,10.918,256.791,0.592,0.37,0.057,0.166,0.592,0.012,0.03,-2.512e-4,0,0,0,0,-2.466e-6,2.19,90,13.44,985.11,0.001,339.444,0.596,3.842e7,15,176.715,0.041,0.161,0.026
2.761,247.562,247.562,187.743,205.02,76.254,85.486,98.914,0.01,98.914,89.994,82.375,38.642,28.61,-80.599,0.009,-6.749e-6,0.098,-0.01,65.762,89.99,2.048e4,1.006e4,6.311,0.08,9.791,235.13,196.874,2.55,2198.538,10.963,266.193,0.594,0.369,0.057,0.168,0.594,0.003,0.008,-4.236e-4,0,0,0,0,3.63e-7,2.186,90,13.391,984.215,0.001,339.414,0.607,3.906e7,15,176.715,0.05,0.162,0.027
2.811,257.044,257.044,191.552,209.283,76.089,85.279,103.081,0.01,103.081,89.994,84.305,38.509,28.61,-80.599,0.018,-6.692e-6,0.413,-0.006,65.75,89.99,2.042e4,9990.041,6.302,0.08,9.791,235.222,196.801,2.561,2199.669,11.004,277.755,0.596,0.368,0.057,0.17,0.596,0.006,0.016,6.79e-5,0,0,0,0,6.175e-6,2.054,90,13.329,983.103,0.001,339.376,0.619,3.983e7,15,176.715,0.05,0.163,0.027
2.861,266.717,266.717,195.352,213.535,75.901,85.051,107.344,0.011,107.344,89.994,86.225,38.378,28.61,-80.599,0.03,-7.18e-6,1.245,-0.01,65.71,89.99,2.035e4,9923.705,6.293,0.08,9.791,235.315,196.727,2.573,2200.8,11.046,289.734,0.597,0.368,0.058,0.172,0.597,0.011,0.027,8.762e-5,0,0,0,0,5.387e-5,2.062,90,13.266,981.969,0.001,339.338,0.632,4.061e7,15,176.715,0.05,0.165,0.028
2.911,276.579,276.579,199.138,217.776,75.503,84.834,111.704,0.012,111.704,89.994,88.15,38.681,28.61,-80.599,0.007,-7.606e-6,-1.702,-0.036,65.631,89.99,2.028e4,9857.369,6.284,0.08,9.791,235.467,196.652,2.588,2201.932,11.087,301.908,0.599,0.367,0.058,0.174,0.599,0.002,0.007,3.097e-4,0,0,0,0,-9.692e-5,2.024,90,13.202,980.812,0.001,339.299,0.644,4.137e7,15,176.715,0.05,0.166,0.029
2.961,286.63,286.63,202.902,222.005,75.118,84.604,116.16,0.012,116.16,89.994,90.094,38.926,28.61,-80.599,0.036,-9.583e-6,-0.725,0.002,65.568,89.991,2.022e4,9791.032,6.274,0.08,9.791,235.542,196.577,2.598,2203.063,11.13,314.281,0.601,0.367,0.058,0.176,0.601,0.013,0.034,2.07e-4,0,0,0,0,-1.694e-5,1.929,90,13.137,979.633,0.001,339.26,0.657,4.213e7,15,176.715,0.05,0.167,0.029
3.011,296.869,296.869,206.655,226.221,74.997,84.32,120.713,0.013,120.713,89.994,92.029,38.54,28.61,-80.599,9.159e-4,-9.171e-6,-0.187,0.069,65.549,89.991,2.015e4,9724.696,6.265,0.079,9.791,235.723,196.502,2.615,2204.194,11.172,327.036,0.603,0.366,0.059,0.178,0.603,3.313e-4,9.682e-4,4.794e-7,0,0,0,0,-1.088e-6,1.93,90,13.07,978.432,0.001,339.22,0.669,4.29e7,15,176.715,0.05,0.168,0.03
3.061,307.295,307.295,210.4,230.424,74.817,84.034,125.363,0.014,125.363,89.994,93.952,38.263,28.61,-80.599,0.018,-9.258e-6,0.342,6.511e-4,65.539,89.991,2.008e4,9658.36,6.256,0.079,9.791,235.825,196.426,2.627,2205.325,11.215,339.926,0.605,0.365,0.059,0.18,0.605,0.007,0.018,3.992e-4,0,0,0,0,3.499e-6,1.843,90,13.003,977.209,0.001,339.178,0.682,4.365e7,15,176.715,0.05,0.169,0.03
3.111,317.909,317.909,214.137,234.612,74.586,83.723,130.108,0.015,130.108,89.993,95.853,38.034,28.61,-80.599,0.036,-1.022e-5,1.774,-0.026,65.487,89.989,2.002e4,9592.024,6.247,0.079,9.791,235.934,196.35,2.639,2206.456,11.258,353.333,0.607,0.365,0.06,0.183,0.607,0.013,0.035,2.153e-4,0,0,0,0,9.072e-5,1.959,90,12.934,975.965,0.001,339.137,0.694,4.441e7,15,176.715,0.05,0.17,0.031
3.161,328.709,328.709,217.85,238.785,73.967,83.451,134.948,0.016,134.948,89.993,97.773,38.638,28.61,-80.599,0.024,-1.146e-5,-1.815,-0.03,65.388,89.989,1.995e4,9525.688,6.238,0.079,9.791,236.09,196.273,2.655,2207.588,11.301,366.812,0.609,0.364,0.06,0.185,0.609,0.009,0.023,1.841e-4,0,0,0,0,-9.172e-5,1.912,90,12.863,974.698,0.001,339.094,0.707,4.516e7,15,176.715,0.05,0.171,0.031
3.211,339.693,339.693,221.539,242.942,73.635,83.118,139.885,0.017,139.885,89.993,99.705,38.555,28.61,-80.599,0.02,-1.067e-5,-0.762,-0.005,65.326,89.99,1.988e4,9459.352,6.228,0.079,9.791,236.24,196.195,2.67,2208.719,11.344,380.743,0.612,0.363,0.061,0.187,0.612,0.007,0.02,-4.273e-4,0,0,0,0,-1.562e-5,1.979,90,12.792,973.41,0.001,339.051,0.719,4.591e7,15,176.715,0.05,0.173,0.032
3.261,350.862,350.862,225.217,247.082,73.435,82.755,144.918,0.018,144.918,89.993,101.621,38.154,28.61,-80.599,0.009,-1.127e-5,0.645,0.03,65.295,89.99,1.982e4,9393.016,6.219,0.079,9.791,236.403,196.117,2.686,2209.85,11.388,394.898,0.614,0.363,0.062,0.19,0.614,0.003,0.008,4.079e-4,0,0,0,0,1.083e-5,2.032,90,12.719,972.1,0.001,339.007,0.731,4.665e7,15,176.715,0.05,0.174,0.032
3.311,362.215,362.215,228.88,251.205,73.064,82.403,150.047,0.019,150.047,89.993,103.526,38.103,28.61,-80.598,0.005,-1.098e-5,0.988,-0.048,65.253,89.989,1.975e4,9326.68,6.21,0.079,9.791,236.557,196.039,2.701,2210.981,11.432,409.163,0.616,0.362,0.062,0.192,0.616,0.002,0.005,4.064e-4,0,0,0,0,2.455e-5,1.997,90,12.646,970.768,0.001,338.962,0.744,4.738e7,15,176.715,0.05,0.175,0.033
3.361,373.75,373.75,232.522,255.309,72.637,82.035,155.271,0.02,155.271,89.993,105.433,38.126,28.61,-80.598,0.005,-1.134e-5,-0.929,-0.089,65.204,89.988,1.969e4,9260.344,6.2,0.079,9.791,236.708,195.959,2.717,2212.112,11.477,423.781,0.619,0.361,0.063,0.194,0.619,0.002,0.005,-6.091e-5,0,0,0,0,-2.102e-5,1.966,90,12.571,969.415,0.001,338.917,0.756,4.81e7,15,176.715,0.05,0.175,0.034
3.411,385.467,385.467,236.145,259.394,72.256,81.636,160.59,0.021,160.59,89.993,107.336,37.993,28.61,-80.598,0.003,-1.155e-5,-0.771,-0.041,65.162,89.988,1.962e4,9194.008,6.191,0.079,9.791,236.865,195.88,2.732,2213.244,11.522,438.801,0.621,0.361,0.064,0.197,0.621,9.863e-4,0.002,-3.886e-4,0,0,0,0,-1.403e-5,1.958,90,12.494,968.041,0.001,338.871,0.768,4.882e7,15,176.715,0.023,0.176,0.034
3.434,390.917,390.917,237.804,261.266,72.071,81.45,163.069,0.021,163.069,89.993,108.209,37.947,28.61,-80.598,0.003,-1.157e-5,-0.704,0.023,65.145,89.989,1.959e4,9163.493,6.187,0.079,9.791,236.936,195.843,2.74,2213.764,11.542,445.759,0.622,0.36,0.065,0.198,0.622,0.001,0.003,2.911e-4,0,0,0,0,-1.152e-5,1.935,90,12.459,967.402,0.001,338.849,0.773,4.915e7,15,176.715,0.035,0.177,0.034
3.469,399.164,399.164,240.291,264.072,72.125,81.461,166.825,0.022,166.825,89.992,109.518,37.866,28.61,-80.598,0.006,-1.162e-5,0.666,0.057,65.122,89.989,1.954e4,9116.994,6.18,0.079,9.791,237.04,195.787,2.75,2220.493,11.605,456.379,0.624,0.36,0.065,0.199,0.624,0.002,0.007,-3.327e-4,0,0,0,0,1.009e-5,1.942,90,12.405,966.435,0.001,338.817,0.782,4.965e7,15,176.715,0.05,0.179,0.035
3.519,411.269,411.269,243.899,268.139,72.121,81.467,172.348,0.023,172.348,89.992,111.41,37.887,28.61,-80.598,0.01,-1.118e-5,1.263,0.019,65.073,89.989,1.948e4,9049.605,6.17,0.079,9.791,237.196,195.705,2.766,2230.246,11.696,472.116,0.627,0.359,0.066,0.202,0.627,0.004,0.01,-3.299e-4,0,0,0,0,3.526e-5,1.997,90,12.327,965.015,0.001,338.769,0.794,5.036e7,15,176.715,0.05,0.18,0.035
3.569,423.554,423.554,247.501,272.206,71.969,81.454,177.966,0.024,177.966,89.992,113.312,38.148,28.61,-80.598,0.003,-1.137e-5,-1.339,-0.053,65.005,89.988,1.941e4,8982.216,6.161,0.079,9.791,237.371,195.622,2.783,2239.999,11.788,488.488,0.63,0.358,0.068,0.204,0.63,0.001,0.004,3.362e-4,0,0,0,0,-3.844e-5,2.057,90,12.247,963.574,0.001,338.721,0.806,5.108e7,15,176.715,0.05,0.181,0.036
3.619,436.019,436.019,251.096,276.27,71.814,81.407,183.679,0.026,183.679,89.992,115.222,38.339,28.61,-80.598,0.012,-1.247e-5,-1.018,0.008,64.944,89.988,1.934e4,8914.827,6.151,0.078,9.791,237.525,195.539,2.799,2249.752,11.881,505.463,0.634,0.357,0.069,0.207,0.634,0.005,0.013,-5.126e-5,0,0,0,0,-2.154e-5,2.096,90,12.166,962.112,0.001,338.671,0.818,5.179e7,15,176.715,0.05,0.182,0.036
3.669,448.664,448.664,254.684,280.332,71.751,81.339,189.489,0.027,189.489,89.992,117.14,38.313,28.61,-80.598,0.009,-1.477e-5,-0.267,0.018,64.915,89.988,1.927e4,8847.438,6.142,0.078,9.791,237.698,195.455,2.816,2259.505,11.974,522.593,0.638,0.357,0.071,0.21,0.638,0.004,0.01,-4.629e-4,0,0,0,0,-1.439e-6,2.031,90,12.084,960.629,0.001,338.622,0.83,5.249e7,15,176.715,0.046,0.182,0.037
3.715,460.584,460.584,258.022,284.106,71.816,81.243,194.977,0.028,194.977,89.992,118.915,37.986,28.61,-80.598,0.011,-1.454e-5,0.264,-0.007,64.907,89.987,1.921e4,8784.766,6.133,0.078,9.791,237.855,195.377,2.832,2268.575,12.061,538.838,0.641,0.356,0.073,0.212,0.641,0.004,0.012,6.574e-5,0,0,0,0,1.373e-6,1.974,90,12.006,959.231,0.001,338.575,0.842,5.314e7,15,176.715,0.05,0.183,0.037
3.765,473.575,473.575,261.604,288.152,71.366,80.843,200.97,0.029,200.97,89.992,120.809,37.979,28.61,-80.598,0.004,-1.524e-5,1.149,0.098,64.866,89.988,1.914e4,8716.095,6.123,0.078,9.791,238.039,195.29,2.85,2272.781,12.127,557.075,0.645,0.355,0.075,0.215,0.645,0.001,0.004,-1.041e-4,0,0,0,0,2.526e-5,1.946,90,11.922,957.708,0.001,338.523,0.854,5.384e7,15,176.715,0.05,0.185,0.038
