# Sim v1 (Up to date)
# 3372 data points written for 12 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,9 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Vitesse totale (m/s),Masse (g),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Coefficient de force normale (​),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
184.229,3140.466,6.096,1.509e4,0,188.788,-12.586,NaN,-5.413,688.88,8.963e-4,0.017
184.518,3138.828,6.079,1.509e4,0,188.788,-12.586,NaN,-5.402,689.023,8.965e-4,0.017
184.807,3137.189,6.07,1.509e4,0,188.788,-12.586,NaN,-5.392,689.165,8.966e-4,0.017
185.097,3135.551,6.058,1.509e4,0,188.788,-12.586,NaN,-5.381,689.307,8.968e-4,0.017
185.386,3133.914,6.001,1.509e4,0,188.788,-12.586,NaN,-5.37,689.45,8.969e-4,0.017
185.676,3132.276,5.991,1.509e4,0,188.788,-12.586,NaN,-5.36,689.592,8.971e-4,0.017
185.965,3130.64,6.04,1.509e4,0,188.788,-12.586,NaN,-5.349,689.734,8.972e-4,0.017
186.254,3129.002,6.06,1.509e4,0,188.788,-12.586,NaN,-5.339,689.876,8.974e-4,0.017
186.544,3127.366,6.061,1.509e4,0,188.788,-12.586,NaN,-5.328,690.019,8.975e-4,0.017
186.833,3125.729,6.092,1.509e4,0,188.788,-12.586,NaN,-5.317,690.161,8.977e-4,0.017
187.122,3124.093,6.083,1.509e4,0,188.788,-12.586,NaN,-5.307,690.303,8.978e-4,0.017
187.411,3122.457,6.061,1.509e4,0,188.788,-12.586,NaN,-5.296,690.445,8.98e-4,0.017
187.7,3120.822,6.01,1.509e4,0,188.788,-12.586,NaN,-5.285,690.587,8.981e-4,0.017
187.99,3119.187,5.988,1.509e4,0,188.788,-12.586,NaN,-5.275,690.729,8.983e-4,0.017
188.279,3117.552,5.953,1.509e4,0,188.788,-12.586,NaN,-5.264,690.871,8.984e-4,0.017
188.568,3115.917,5.929,1.509e4,0,188.788,-12.586,NaN,-5.253,691.013,8.986e-4,0.017
188.857,3114.283,5.926,1.509e4,0,188.788,-12.586,NaN,-5.243,691.155,8.987e-4,0.017
189.146,3112.648,5.924,1.509e4,0,188.788,-12.586,NaN,-5.232,691.297,8.989e-4,0.017
189.435,3111.015,5.917,1.509e4,0,188.788,-12.586,NaN,-5.222,691.439,8.99e-4,0.017
189.724,3109.381,5.933,1.509e4,0,188.788,-12.586,NaN,-5.211,691.581,8.992e-4,0.017
190.013,3107.748,5.935,1.509e4,0,188.788,-12.586,NaN,-5.2,691.723,8.993e-4,0.017
190.302,3106.115,5.89,1.509e4,0,188.788,-12.586,NaN,-5.19,691.865,8.995e-4,0.017
190.591,3104.483,5.831,1.509e4,0,188.788,-12.586,NaN,-5.179,692.007,8.996e-4,0.017
190.88,3102.849,5.837,1.509e4,0,188.788,-12.586,NaN,-5.169,692.149,8.998e-4,0.017
191.169,3101.217,5.873,1.509e4,0,188.788,-12.586,NaN,-5.158,692.291,8.999e-4,0.017
191.458,3099.586,5.92,1.509e4,0,188.788,-12.586,NaN,-5.147,692.432,9.001e-4,0.017
191.747,3097.954,5.959,1.509e4,0,188.788,-12.586,NaN,-5.137,692.574,9.002e-4,0.017
192.036,3096.322,5.914,1.509e4,0,188.788,-12.586,NaN,-5.126,692.716,9.004e-4,0.017
192.324,3094.691,5.883,1.509e4,0,188.788,-12.586,NaN,-5.115,692.858,9.005e-4,0.017
192.613,3093.06,5.89,1.509e4,0,188.788,-12.586,NaN,-5.105,693,9.007e-4,0.017
192.902,3091.429,5.89,1.509e4,0,188.788,-12.586,NaN,-5.094,693.141,9.008e-4,0.017
193.191,3089.8,5.947,1.509e4,0,188.788,-12.586,NaN,-5.084,693.283,9.01e-4,0.017
193.48,3088.169,5.939,1.509e4,0,188.788,-12.586,NaN,-5.073,693.424,9.011e-4,0.017
193.768,3086.539,5.959,1.509e4,0,188.788,-12.586,NaN,-5.063,693.566,9.013e-4,0.017
194.057,3084.91,6.004,1.509e4,0,188.788,-12.586,NaN,-5.052,693.708,9.014e-4,0.017
194.346,3083.28,5.983,1.509e4,0,188.788,-12.586,NaN,-5.041,693.849,9.016e-4,0.017
194.634,3081.651,5.973,1.509e4,0,188.788,-12.586,NaN,-5.031,693.991,9.017e-4,0.017
194.923,3080.022,5.987,1.509e4,0,188.788,-12.586,NaN,-5.02,694.132,9.019e-4,0.017
195.211,3078.394,6.003,1.509e4,0,188.788,-12.586,NaN,-5.01,694.274,9.02e-4,0.017
195.5,3076.765,6.035,1.509e4,0,188.788,-12.586,NaN,-4.999,694.415,9.021e-4,0.017
195.788,3075.137,6.067,1.509e4,0,188.788,-12.586,NaN,-4.988,694.557,9.023e-4,0.017
196.077,3073.51,6.046,1.509e4,0,188.788,-12.586,NaN,-4.978,694.698,9.024e-4,0.017
196.577,3070.688,6.064,1.509e4,0,188.788,-12.586,NaN,-4.959,694.943,9.027e-4,0.017
196.865,3069.062,6.015,1.509e4,0,188.788,-12.586,NaN,-4.949,695.085,9.028e-4,0.017
197.154,3067.435,6.027,1.509e4,0,188.788,-12.586,NaN,-4.938,695.226,9.03e-4,0.017
197.442,3065.808,6.061,1.509e4,0,188.788,-12.586,NaN,-4.928,695.367,9.031e-4,0.017
197.73,3064.182,6.048,1.509e4,0,188.788,-12.586,NaN,-4.917,695.509,9.033e-4,0.017
198.019,3062.557,5.991,1.509e4,0,188.788,-12.586,NaN,-4.907,695.65,9.034e-4,0.017
198.307,3060.931,5.925,1.509e4,0,188.788,-12.586,NaN,-4.896,695.791,9.036e-4,0.017
198.596,3059.305,5.903,1.509e4,0,188.788,-12.586,NaN,-4.885,695.932,9.037e-4,0.017
198.884,3057.68,5.894,1.509e4,0,188.788,-12.586,NaN,-4.875,696.074,9.039e-4,0.017
199.172,3056.055,5.89,1.509e4,0,188.788,-12.586,NaN,-4.864,696.215,9.04e-4,0.017
199.46,3054.431,5.928,1.509e4,0,188.788,-12.586,NaN,-4.854,696.356,9.042e-4,0.017
199.748,3052.806,5.93,1.509e4,0,188.788,-12.586,NaN,-4.843,696.497,9.043e-4,0.017
200.037,3051.182,5.9,1.509e4,0,188.788,-12.586,NaN,-4.833,696.638,9.045e-4,0.017
200.325,3049.559,5.917,1.509e4,0,188.788,-12.586,NaN,-4.822,696.779,9.046e-4,0.017
200.613,3047.936,5.97,1.509e4,0,188.788,-12.586,NaN,-4.812,696.92,9.048e-4,0.017
200.901,3046.312,5.989,1.509e4,0,188.788,-12.586,NaN,-4.801,697.061,9.049e-4,0.017
201.189,3044.689,5.981,1.509e4,0,188.788,-12.586,NaN,-4.79,697.202,9.051e-4,0.017
201.477,3043.066,5.942,1.509e4,0,188.788,-12.586,NaN,-4.78,697.343,9.052e-4,0.017
201.765,3041.444,5.895,1.509e4,0,188.788,-12.586,NaN,-4.769,697.484,9.054e-4,0.017
202.053,3039.821,5.897,1.509e4,0,188.788,-12.586,NaN,-4.759,697.625,9.055e-4,0.017
202.341,3038.2,5.883,1.509e4,0,188.788,-12.586,NaN,-4.748,697.766,9.057e-4,0.017
202.629,3036.578,5.913,1.509e4,0,188.788,-12.586,NaN,-4.738,697.907,9.058e-4,0.017
202.917,3034.957,5.936,1.509e4,0,188.788,-12.586,NaN,-4.727,698.048,9.059e-4,0.017
203.205,3033.335,5.942,1.509e4,0,188.788,-12.586,NaN,-4.717,698.189,9.061e-4,0.017
203.493,3031.714,5.958,1.509e4,0,188.788,-12.586,NaN,-4.706,698.33,9.062e-4,0.017
203.781,3030.094,5.973,1.509e4,0,188.788,-12.586,NaN,-4.696,698.471,9.064e-4,0.017
204.068,3028.474,6.014,1.509e4,0,188.788,-12.586,NaN,-4.685,698.611,9.065e-4,0.017
204.356,3026.853,6.039,1.509e4,0,188.788,-12.586,NaN,-4.675,698.752,9.067e-4,0.017
204.644,3025.234,6.002,1.509e4,0,188.788,-12.586,NaN,-4.664,698.893,9.068e-4,0.017
204.932,3023.614,5.986,1.509e4,0,188.788,-12.586,NaN,-4.653,699.034,9.07e-4,0.017
205.219,3021.995,5.978,1.509e4,0,188.788,-12.586,NaN,-4.643,699.174,9.071e-4,0.017
205.507,3020.376,5.966,1.509e4,0,188.788,-12.586,NaN,-4.632,699.315,9.073e-4,0.017
205.795,3018.758,6.027,1.509e4,0,188.788,-12.586,NaN,-4.622,699.456,9.074e-4,0.017
206.083,3017.138,6.009,1.509e4,0,188.788,-12.586,NaN,-4.611,699.596,9.076e-4,0.017
206.37,3015.521,5.96,1.509e4,0,188.788,-12.586,NaN,-4.601,699.737,9.077e-4,0.017
206.658,3013.902,5.942,1.509e4,0,188.788,-12.586,NaN,-4.59,699.877,9.079e-4,0.017
206.946,3012.285,6.002,1.509e4,0,188.788,-12.586,NaN,-4.58,700.018,9.08e-4,0.017
207.233,3010.667,6.034,1.509e4,0,188.788,-12.586,NaN,-4.569,700.159,9.082e-4,0.017
207.521,3009.05,6.026,1.509e4,0,188.788,-12.586,NaN,-4.559,700.299,9.083e-4,0.017
207.808,3007.433,5.998,1.509e4,0,188.788,-12.586,NaN,-4.548,700.44,9.084e-4,0.017
208.096,3005.816,5.959,1.509e4,0,188.788,-12.586,NaN,-4.538,700.58,9.086e-4,0.017
208.383,3004.2,6.004,1.509e4,0,188.788,-12.586,NaN,-4.527,700.72,9.087e-4,0.017
208.671,3002.584,6.024,1.509e4,0,188.788,-12.586,NaN,-4.517,700.861,9.089e-4,0.017
208.958,3000.968,6.066,1.509e4,0,188.788,-12.586,NaN,-4.506,701.001,9.09e-4,0.017
209.246,2999.352,6.069,1.509e4,0,188.788,-12.586,NaN,-4.496,701.145,9.092e-4,0.017
209.533,2997.737,6.11,1.509e4,0,188.788,-12.586,NaN,-4.485,701.292,9.093e-4,0.017
209.821,2996.122,6.05,1.509e4,0,188.788,-12.586,NaN,-4.475,701.44,9.095e-4,0.017
210.108,2994.507,6.042,1.509e4,0,188.788,-12.586,NaN,-4.464,701.588,9.097e-4,0.017
210.395,2992.893,5.993,1.509e4,0,188.788,-12.586,NaN,-4.454,701.736,9.098e-4,0.017
210.683,2991.278,5.978,1.509e4,0,188.788,-12.586,NaN,-4.443,701.883,9.1e-4,0.017
210.97,2989.664,5.968,1.509e4,0,188.788,-12.586,NaN,-4.433,702.031,9.101e-4,0.017
211.257,2988.05,5.967,1.509e4,0,188.788,-12.586,NaN,-4.422,702.179,9.103e-4,0.017
211.544,2986.437,5.926,1.509e4,0,188.788,-12.586,NaN,-4.412,702.326,9.104e-4,0.017
211.831,2984.824,5.943,1.509e4,0,188.788,-12.586,NaN,-4.401,702.474,9.106e-4,0.017
212.119,2983.211,5.972,1.509e4,0,188.788,-12.586,NaN,-4.391,702.621,9.107e-4,0.017
212.406,2981.598,5.99,1.509e4,0,188.788,-12.586,NaN,-4.38,702.769,9.109e-4,0.017
212.693,2979.986,5.967,1.509e4,0,188.788,-12.586,NaN,-4.37,702.916,9.111e-4,0.017
212.98,2978.374,5.982,1.509e4,0,188.788,-12.586,NaN,-4.359,703.064,9.112e-4,0.017
213.267,2976.763,6.032,1.509e4,0,188.788,-12.586,NaN,-4.349,703.211,9.114e-4,0.017
213.554,2975.151,6.064,1.509e4,0,188.788,-12.586,NaN,-4.338,703.359,9.115e-4,0.017
213.841,2973.54,6.029,1.509e4,0,188.788,-12.586,NaN,-4.328,703.506,9.117e-4,0.017
214.128,2971.928,6.023,1.509e4,0,188.788,-12.586,NaN,-4.318,703.653,9.118e-4,0.017
214.415,2970.319,5.947,1.509e4,0,188.788,-12.586,NaN,-4.307,703.801,9.12e-4,0.017
214.702,2968.707,5.939,1.509e4,0,188.788,-12.586,NaN,-4.297,703.948,9.121e-4,0.017
214.989,2967.097,5.924,1.509e4,0,188.788,-12.586,NaN,-4.286,704.095,9.123e-4,0.017
215.276,2965.488,5.898,1.509e4,0,188.788,-12.586,NaN,-4.276,704.243,9.125e-4,0.017
215.563,2963.879,5.949,1.509e4,0,188.788,-12.586,NaN,-4.265,704.39,9.126e-4,0.017
215.85,2962.269,5.992,1.509e4,0,188.788,-12.586,NaN,-4.255,704.537,9.128e-4,0.017
216.137,2960.66,5.997,1.509e4,0,188.788,-12.586,NaN,-4.244,704.684,9.129e-4,0.017
216.423,2959.051,5.948,1.509e4,0,188.788,-12.586,NaN,-4.234,704.831,9.131e-4,0.017
216.71,2957.443,5.981,1.509e4,0,188.788,-12.586,NaN,-4.223,704.979,9.132e-4,0.017
216.997,2955.834,5.985,1.509e4,0,188.788,-12.586,NaN,-4.213,705.126,9.134e-4,0.017
217.284,2954.227,5.938,1.509e4,0,188.788,-12.586,NaN,-4.202,705.273,9.135e-4,0.017
217.57,2952.618,5.932,1.509e4,0,188.788,-12.586,NaN,-4.192,705.42,9.137e-4,0.017
217.857,2951.011,5.93,1.509e4,0,188.788,-12.586,NaN,-4.182,705.567,9.138e-4,0.017
218.144,2949.404,5.889,1.509e4,0,188.788,-12.586,NaN,-4.171,705.714,9.14e-4,0.017
218.43,2947.797,5.911,1.509e4,0,188.788,-12.586,NaN,-4.161,705.861,9.142e-4,0.017
218.717,2946.191,5.928,1.509e4,0,188.788,-12.586,NaN,-4.15,706.008,9.143e-4,0.017
219.217,2943.388,5.929,1.509e4,0,188.788,-12.586,NaN,-4.132,706.264,9.146e-4,0.017
219.503,2941.783,5.995,1.509e4,0,188.788,-12.586,NaN,-4.122,706.411,9.147e-4,0.017
219.79,2940.176,5.987,1.509e4,0,188.788,-12.586,NaN,-4.111,706.558,9.149e-4,0.017
220.077,2938.571,5.968,1.509e4,0,188.788,-12.586,NaN,-4.101,706.705,9.15e-4,0.017
220.577,2935.769,5.977,1.509e4,0,188.788,-12.586,NaN,-4.082,706.961,9.153e-4,0.017
220.863,2934.165,5.97,1.509e4,0,188.788,-12.586,NaN,-4.072,707.108,9.155e-4,0.017
221.149,2932.561,5.921,1.509e4,0,188.788,-12.586,NaN,-4.062,707.255,9.156e-4,0.017
221.436,2930.957,5.868,1.509e4,0,188.788,-12.586,NaN,-4.051,707.401,9.158e-4,0.017
221.722,2929.353,5.877,1.509e4,0,188.788,-12.586,NaN,-4.041,707.548,9.159e-4,0.017
222.009,2927.75,5.917,1.509e4,0,188.788,-12.586,NaN,-4.03,707.695,9.161e-4,0.017
222.295,2926.146,5.959,1.509e4,0,188.788,-12.586,NaN,-4.02,707.842,9.162e-4,0.017
222.581,2924.543,5.965,1.509e4,0,188.788,-12.586,NaN,-4.01,707.988,9.164e-4,0.017
222.868,2922.94,5.979,1.509e4,0,188.788,-12.586,NaN,-3.999,708.135,9.166e-4,0.017
223.154,2921.338,5.986,1.509e4,0,188.788,-12.586,NaN,-3.989,708.281,9.167e-4,0.017
223.44,2919.736,5.998,1.509e4,0,188.788,-12.586,NaN,-3.978,708.428,9.169e-4,0.017
223.726,2918.134,6.006,1.509e4,0,188.788,-12.586,NaN,-3.968,708.574,9.17e-4,0.017
224.012,2916.532,6.007,1.509e4,0,188.788,-12.586,NaN,-3.957,708.721,9.172e-4,0.017
224.298,2914.932,5.957,1.509e4,0,188.788,-12.586,NaN,-3.947,708.867,9.173e-4,0.017
224.584,2913.33,5.979,1.509e4,0,188.788,-12.586,NaN,-3.937,709.014,9.175e-4,0.017
225.084,2910.532,5.993,1.509e4,0,188.788,-12.586,NaN,-3.918,709.27,9.177e-4,0.017
225.37,2908.932,5.967,1.509e4,0,188.788,-12.586,NaN,-3.908,709.416,9.179e-4,0.017
225.656,2907.332,5.958,1.509e4,0,188.788,-12.586,NaN,-3.898,709.563,9.181e-4,0.017
225.942,2905.732,5.951,1.509e4,0,188.788,-12.586,NaN,-3.887,709.709,9.182e-4,0.017
226.228,2904.132,5.952,1.509e4,0,188.788,-12.586,NaN,-3.877,709.855,9.184e-4,0.017
226.514,2902.534,5.999,1.509e4,0,188.788,-12.586,NaN,-3.866,710.002,9.185e-4,0.017
226.8,2900.934,5.999,1.509e4,0,188.788,-12.586,NaN,-3.856,710.148,9.187e-4,0.017
227.086,2899.336,5.948,1.509e4,0,188.788,-12.586,NaN,-3.846,710.294,9.188e-4,0.017
227.372,2897.737,5.975,1.509e4,0,188.788,-12.586,NaN,-3.835,710.44,9.19e-4,0.017
227.658,2896.139,5.997,1.509e4,0,188.788,-12.586,NaN,-3.825,710.587,9.191e-4,0.017
227.943,2894.541,6.021,1.509e4,0,188.788,-12.586,NaN,-3.815,710.733,9.193e-4,0.017
228.229,2892.944,6.075,1.509e4,0,188.788,-12.586,NaN,-3.804,710.879,9.194e-4,0.017
228.515,2891.346,6.108,1.509e4,0,188.788,-12.586,NaN,-3.794,711.025,9.196e-4,0.017
228.801,2889.749,6.074,1.509e4,0,188.788,-12.586,NaN,-3.783,711.171,9.197e-4,0.017
229.087,2888.153,6.033,1.509e4,0,188.788,-12.586,NaN,-3.773,711.317,9.199e-4,0.017
229.372,2886.556,6.005,1.509e4,0,188.788,-12.586,NaN,-3.763,711.463,9.201e-4,0.017
229.658,2884.96,5.954,1.509e4,0,188.788,-12.586,NaN,-3.752,711.609,9.202e-4,0.017
229.944,2883.363,5.968,1.509e4,0,188.788,-12.586,NaN,-3.742,711.755,9.204e-4,0.017
230.229,2881.768,5.98,1.509e4,0,188.788,-12.586,NaN,-3.731,711.901,9.205e-4,0.017
230.515,2880.172,5.991,1.509e4,0,188.788,-12.586,NaN,-3.721,712.047,9.207e-4,0.017
230.8,2878.577,6.023,1.509e4,0,188.788,-12.586,NaN,-3.711,712.193,9.208e-4,0.017
231.086,2876.982,5.995,1.509e4,0,188.788,-12.586,NaN,-3.7,712.339,9.21e-4,0.017
231.371,2875.387,5.992,1.509e4,0,188.788,-12.586,NaN,-3.69,712.485,9.211e-4,0.017
231.657,2873.793,6,1.509e4,0,188.788,-12.586,NaN,-3.68,712.631,9.213e-4,0.017
231.942,2872.199,5.96,1.509e4,0,188.788,-12.586,NaN,-3.669,712.777,9.214e-4,0.017
232.228,2870.605,5.907,1.509e4,0,188.788,-12.586,NaN,-3.659,712.922,9.216e-4,0.017
232.513,2869.011,5.93,1.509e4,0,188.788,-12.586,NaN,-3.649,713.068,9.217e-4,0.017
232.799,2867.418,5.961,1.509e4,0,188.788,-12.586,NaN,-3.638,713.214,9.219e-4,0.017
233.084,2865.825,5.973,1.509e4,0,188.788,-12.586,NaN,-3.628,713.36,9.22e-4,0.017
233.37,2864.232,5.981,1.509e4,0,188.788,-12.586,NaN,-3.618,713.505,9.222e-4,0.017
233.655,2862.64,5.953,1.509e4,0,188.788,-12.586,NaN,-3.607,713.651,9.224e-4,0.017
233.94,2861.048,6.005,1.509e4,0,188.788,-12.586,NaN,-3.597,713.797,9.225e-4,0.017
234.226,2859.455,5.967,1.509e4,0,188.788,-12.586,NaN,-3.586,713.942,9.227e-4,0.017
234.511,2857.864,5.909,1.509e4,0,188.788,-12.586,NaN,-3.576,714.088,9.228e-4,0.017
234.796,2856.272,5.873,1.509e4,0,188.788,-12.586,NaN,-3.566,714.234,9.23e-4,0.017
235.082,2854.68,5.875,1.509e4,0,188.788,-12.586,NaN,-3.555,714.379,9.231e-4,0.017
235.367,2853.089,5.876,1.509e4,0,188.788,-12.586,NaN,-3.545,714.525,9.233e-4,0.017
235.652,2851.499,5.884,1.509e4,0,188.788,-12.586,NaN,-3.535,714.67,9.234e-4,0.017
235.937,2849.908,5.884,1.509e4,0,188.788,-12.586,NaN,-3.524,714.816,9.236e-4,0.017
236.222,2848.318,5.856,1.509e4,0,188.788,-12.586,NaN,-3.514,714.961,9.237e-4,0.017
236.507,2846.728,5.89,1.509e4,0,188.788,-12.586,NaN,-3.504,715.107,9.239e-4,0.017
236.792,2845.139,5.92,1.509e4,0,188.788,-12.586,NaN,-3.493,715.252,9.24e-4,0.017
237.077,2843.549,5.926,1.509e4,0,188.788,-12.586,NaN,-3.483,715.397,9.242e-4,0.017
237.362,2841.96,5.951,1.509e4,0,188.788,-12.586,NaN,-3.473,715.543,9.243e-4,0.017
237.647,2840.371,5.952,1.509e4,0,188.788,-12.586,NaN,-3.462,715.688,9.245e-4,0.017
237.932,2838.783,5.973,1.509e4,0,188.788,-12.586,NaN,-3.452,715.834,9.246e-4,0.017
238.217,2837.196,5.879,1.509e4,0,188.788,-12.586,NaN,-3.442,715.979,9.248e-4,0.017
238.503,2835.606,5.839,1.509e4,0,188.788,-12.586,NaN,-3.431,716.124,9.249e-4,0.017
238.788,2834.018,5.852,1.509e4,0,188.788,-12.586,NaN,-3.421,716.269,9.251e-4,0.017
239.072,2832.431,5.903,1.509e4,0,188.788,-12.586,NaN,-3.411,716.415,9.252e-4,0.017
239.358,2830.844,5.948,1.509e4,0,188.788,-12.586,NaN,-3.4,716.56,9.254e-4,0.017
239.642,2829.256,5.974,1.509e4,0,188.788,-12.586,NaN,-3.39,716.705,9.256e-4,0.017
239.927,2827.67,5.932,1.509e4,0,188.788,-12.586,NaN,-3.38,716.85,9.257e-4,0.017
240.212,2826.083,5.896,1.509e4,0,188.788,-12.586,NaN,-3.37,716.995,9.259e-4,0.017
240.497,2824.497,5.86,1.509e4,0,188.788,-12.586,NaN,-3.359,717.14,9.26e-4,0.017
240.782,2822.911,5.903,1.509e4,0,188.788,-12.586,NaN,-3.349,717.285,9.262e-4,0.017
241.067,2821.325,5.95,1.509e4,0,188.788,-12.586,NaN,-3.339,717.431,9.263e-4,0.017
241.351,2819.74,6.013,1.509e4,0,188.788,-12.586,NaN,-3.328,717.576,9.265e-4,0.017
241.636,2818.155,6.074,1.509e4,0,188.788,-12.586,NaN,-3.318,717.721,9.266e-4,0.017
241.921,2816.569,6.05,1.509e4,0,188.788,-12.586,NaN,-3.308,717.866,9.268e-4,0.017
242.206,2814.986,5.952,1.509e4,0,188.788,-12.586,NaN,-3.297,718.01,9.269e-4,0.017
242.491,2813.4,5.915,1.509e4,0,188.788,-12.586,NaN,-3.287,718.155,9.271e-4,0.017
242.775,2811.816,5.932,1.509e4,0,188.788,-12.586,NaN,-3.277,718.3,9.272e-4,0.017
243.06,2810.232,5.881,1.509e4,0,188.788,-12.586,NaN,-3.267,718.445,9.274e-4,0.017
243.345,2808.648,5.842,1.509e4,0,188.788,-12.586,NaN,-3.256,718.59,9.275e-4,0.017
243.629,2807.065,5.859,1.509e4,0,188.788,-12.586,NaN,-3.246,718.735,9.277e-4,0.017
243.914,2805.482,5.881,1.509e4,0,188.788,-12.586,NaN,-3.236,718.88,9.278e-4,0.017
244.198,2803.899,5.887,1.509e4,0,188.788,-12.586,NaN,-3.225,719.025,9.28e-4,0.017
244.483,2802.316,5.905,1.509e4,0,188.788,-12.586,NaN,-3.215,719.169,9.281e-4,0.017
244.983,2799.534,5.916,1.509e4,0,188.788,-12.586,NaN,-3.197,719.424,9.284e-4,0.017
245.267,2797.952,5.922,1.509e4,0,188.788,-12.586,NaN,-3.187,719.569,9.286e-4,0.017
245.551,2796.371,5.861,1.509e4,0,188.788,-12.586,NaN,-3.176,719.713,9.287e-4,0.017
245.836,2794.789,5.865,1.509e4,0,188.788,-12.586,NaN,-3.166,719.858,9.289e-4,0.017
246.12,2793.208,5.834,1.509e4,0,188.788,-12.586,NaN,-3.156,720.003,9.29e-4,0.017
246.62,2790.427,5.877,1.509e4,0,188.788,-12.586,NaN,-3.138,720.257,9.293e-4,0.017
246.904,2788.847,5.85,1.509e4,0,188.788,-12.586,NaN,-3.128,720.402,9.294e-4,0.017
247.188,2787.267,5.852,1.509e4,0,188.788,-12.586,NaN,-3.117,720.546,9.296e-4,0.017
247.473,2785.687,5.85,1.509e4,0,188.788,-12.586,NaN,-3.107,720.691,9.297e-4,0.017
247.757,2784.108,5.897,1.509e4,0,188.788,-12.586,NaN,-3.097,720.835,9.299e-4,0.017
248.041,2782.528,5.936,1.509e4,0,188.788,-12.586,NaN,-3.086,720.98,9.3e-4,0.017
248.325,2780.949,5.924,1.509e4,0,188.788,-12.586,NaN,-3.076,721.124,9.302e-4,0.017
248.609,2779.37,5.892,1.509e4,0,188.788,-12.586,NaN,-3.066,721.269,9.303e-4,0.017
248.893,2777.791,5.902,1.509e4,0,188.788,-12.586,NaN,-3.056,721.413,9.305e-4,0.017
249.177,2776.213,5.913,1.509e4,0,188.788,-12.586,NaN,-3.045,721.557,9.306e-4,0.017
249.461,2774.634,5.911,1.509e4,0,188.788,-12.586,NaN,-3.035,721.702,9.308e-4,0.017
249.745,2773.057,5.881,1.509e4,0,188.788,-12.586,NaN,-3.025,721.846,9.309e-4,0.017
250.029,2771.479,5.869,1.509e4,0,188.788,-12.586,NaN,-3.015,721.99,9.311e-4,0.017
250.313,2769.902,5.911,1.509e4,0,188.788,-12.586,NaN,-3.004,722.135,9.312e-4,0.017
250.597,2768.324,5.931,1.509e4,0,188.788,-12.586,NaN,-2.994,722.279,9.314e-4,0.017
250.881,2766.748,5.965,1.509e4,0,188.788,-12.586,NaN,-2.984,722.423,9.315e-4,0.017
251.165,2765.171,5.947,1.509e4,0,188.788,-12.586,NaN,-2.974,722.567,9.317e-4,0.017
251.449,2763.595,5.907,1.509e4,0,188.788,-12.586,NaN,-2.963,722.712,9.318e-4,0.017
251.733,2762.018,5.91,1.509e4,0,188.788,-12.586,NaN,-2.953,722.856,9.32e-4,0.017
252.017,2760.443,5.944,1.509e4,0,188.788,-12.586,NaN,-2.943,723,9.321e-4,0.017
252.3,2758.867,5.964,1.509e4,0,188.788,-12.586,NaN,-2.933,723.144,9.323e-4,0.017
252.584,2757.292,5.931,1.509e4,0,188.788,-12.586,NaN,-2.922,723.288,9.324e-4,0.017
252.868,2755.717,5.912,1.509e4,0,188.788,-12.586,NaN,-2.912,723.432,9.326e-4,0.017
253.152,2754.142,5.939,1.509e4,0,188.788,-12.586,NaN,-2.902,723.576,9.327e-4,0.017
253.435,2752.567,5.947,1.509e4,0,188.788,-12.586,NaN,-2.892,723.72,9.329e-4,0.017
253.719,2750.993,5.95,1.509e4,0,188.788,-12.586,NaN,-2.881,723.865,9.33e-4,0.017
254.003,2749.419,5.932,1.509e4,0,188.788,-12.586,NaN,-2.871,724.008,9.332e-4,0.017
254.286,2747.845,5.967,1.509e4,0,188.788,-12.586,NaN,-2.861,724.152,9.333e-4,0.017
254.57,2746.272,5.948,1.509e4,0,188.788,-12.586,NaN,-2.851,724.296,9.335e-4,0.017
254.854,2744.698,5.928,1.509e4,0,188.788,-12.586,NaN,-2.841,724.44,9.336e-4,0.017
255.137,2743.125,5.963,1.509e4,0,188.788,-12.586,NaN,-2.83,724.584,9.338e-4,0.017
255.421,2741.553,5.92,1.509e4,0,188.788,-12.586,NaN,-2.82,724.728,9.339e-4,0.017
255.704,2739.98,5.911,1.509e4,0,188.788,-12.586,NaN,-2.81,724.872,9.341e-4,0.017
255.988,2738.407,5.928,1.509e4,0,188.788,-12.586,NaN,-2.8,725.016,9.342e-4,0.017
256.271,2736.836,5.955,1.509e4,0,188.788,-12.586,NaN,-2.789,725.16,9.344e-4,0.017
256.555,2735.264,5.928,1.509e4,0,188.788,-12.586,NaN,-2.779,725.303,9.345e-4,0.017
256.838,2733.692,5.887,1.509e4,0,188.788,-12.586,NaN,-2.769,725.447,9.347e-4,0.017
257.122,2732.121,5.881,1.509e4,0,188.788,-12.586,NaN,-2.759,725.591,9.348e-4,0.017
257.405,2730.55,5.903,1.509e4,0,188.788,-12.586,NaN,-2.749,725.735,9.35e-4,0.017
257.688,2728.979,5.888,1.509e4,0,188.788,-12.586,NaN,-2.738,725.878,9.351e-4,0.017
